objectid,geoid,opportunity_value,opportunity_text,globalid,fips,access,accessibility_text,livability_value,livability_text,economic_value,economic_text,education_value,education_text,environmental_value,environmental_text,namelsad,tractid,blkarea,peropsps,votp_ind,foodscr,avgrdscr,intacsc,tranratsc,avgcrsc,cosbusc,lifeexrts,utcscr,avgnuiscr,medhmva,avgtestper,avstmort,gradrt,perbacmo,jobscrrts,medhhinc,perstrg,umrt,dslpm,ozone,pm2_5,ptraf,toxrel,ldrsk,ptsdf,pnpl,prmp,pwdis,opspczsc,vtpazsc,fodsczsc,avrdzsc,intaczsc,transczsc,avcrzsc,cosbuzsc,lifzsc,utczsc,avnuzsc,mehmvzsc,teszsc,stumozsc,grdrtzsc,baatzsc,jobzsc,mehhinzsc,stugzsc,unrtzsc,dslpmzsc,ozonezsc,pm2_5zsc,ptrafzsc,toxrezsc,ldrskzsc,ptsdfzsc,pnplzsc,prmpzsc,pwdiszsc,modifier,Shape__Area,Shape__Length
54,530530723093,0.46673116,Very High,327796f2-4777-4a16-9783-cdd2e8dac4ba,530530723093,-0.43452227,Very Low,1.16406316,Very High,0.1611238,High,0.12246439,High,1.3205267,Very High,Block Group 3,53053072309,1.04470624,0.45080462,51.78907721,0.00966554,50.85185891,0.97924773,0,28.05,0.54474097,80.9,0.51,0,854200,0.05232503,0.07002713,0.94426681,0.40707237,2.81818182,51857,0.37400228,0.01732435,0.51261556,32.46216863,6.58373251,21.46731626,0.47093908,40.64761672,0.16663389,0.15171427,0.20670139,0,-1.45068339,-0.54008701,-0.57238215,-0.55927373,1.31100533,-0.79571269,-0.61577833,0.38083912,0.48116802,2.21307426,-1.0551975,3,-1.97490744,-0.56382217,1.1849246,0.71601823,0.74345227,-0.53332806,0.33957519,-0.77394619,-1.78410735,-1.06691825,-1.98749045,-0.8081529,-2.03113647,-1.14698807,-1.19519927,-0.97110802,-0.7207259,-0.41826844,,1994678.65356445,11450.5557034643
55,530530723122,-0.04985354,Moderate,3932db93-cca8-4ad8-8514-f0428c800641,530530723122,-0.47322689,Very Low,0.21571573,High,0.10165808,Moderate,-0.51048112,Low,0.41706649,High,Block Group 2,53053072312,0.22364858,1.32915532,46.80050188,0.16403853,42.4,0.7617237,1.54439558,0,0.32698962,78.7,0.05,0,260400,0.0022944,0.13043335,0.9072849,0.3343465,2.55555556,50366,0.3037037,0.02029915,0.67080319,32.74305621,6.67288743,710.61038058,0.51296357,41.24713123,1.18012603,0.23648134,0.78383513,0.00258714,0.92672219,-1.00132499,-0.33644402,-1.26467778,-0.51697378,-0.64666299,-0.65735508,-0.56299374,0.21815251,-1.13542942,-1.0551975,-0.06397503,-2.27132002,0.27032042,0.24316083,0.25655513,0.21486287,-0.58756519,-0.06537986,-0.71395479,-1.18209069,0.01524279,-0.85857028,-0.0645688,-1.27407493,-1.12315486,-0.6714592,-0.55674034,-0.17651917,3,,49446.2371826172,3181.40729487016
56,530530723094,0.40548367,High,6812de34-4c98-4f97-8086-4f21233c8844,530530723094,-0.31562481,Low,0.3990739,Very High,0.2630432,High,0.37344465,High,1.30748138,Very High,Block Group 4,53053072309,0.21533353,1,54.56702254,0.08976057,36.19242635,0.97302505,1.27886874,422.3,0.54984894,80.9,0.21,0,404000,0.1921864,0.06953334,0.94469036,0.4320323,2.18390805,72835,0.21248025,0.01778386,0.51261556,32.46216863,6.58373251,61.70641613,0.47093908,41.22174279,0.18006033,0.16412332,0.22623846,0,0.03580734,-0.28324136,-0.44996779,-1.78277062,1.25871257,-0.672289,-0.03140642,0.40297937,0.48116802,0.02926751,-1.0551975,1.2003833,-1.14628167,-0.57064095,1.19571073,0.8737086,-0.53315422,0.22977484,-0.59087268,-0.76467951,-1.78410735,-1.06691825,-1.98749045,-0.76473499,-2.03113647,-1.12416416,-1.18826091,-0.91044877,-0.70230346,-0.41826844,,1541300.2678833,12469.7420881617
57,530539400023,-0.10362323,Moderate,10909991-4d90-4c07-bb94-e2416f81496e,530539400023,-0.37383862,Very Low,0.51907284,Very High,0.49921956,High,-0.68257698,Very Low,-0.47999293,Low,Block Group 3,53053940002,0.61383484,0.29543059,54.25219941,0.00026535,66.34449006,0.88368056,0.84288111,7.125,0.5,80.1,0.33,2.1,327400,0.07536585,0.20818101,0.92833206,0.24196018,2.61632653,86250,0.16074189,0.05307263,1.26341551,32.91170196,6.81200383,1238.36826406,0.6263568,29.82580174,4.11271129,0.18091373,2.40297791,0,-1.87122962,-0.31234954,-0.58674906,0.73376308,0.50789958,-0.71436618,-0.64679414,0.18691151,0.38552601,0.90279021,-0.84029675,0.52594146,-1.83839927,1.34392897,0.77913796,-0.32711762,0.33717696,0.71776347,-0.88891162,-0.0530262,1.07322141,0.66497555,0.90298485,0.50488099,0.76867791,-1.57720047,0.84400632,-0.82837202,1.35024719,-0.41826844,,1798159.60656738,11221.4021503786
58,530539400113,0.65362254,Very High,ca36523e-074a-46a2-a562-faef302b578b,530539400113,-0.09397326,Low,1.07453246,Very High,1.04520752,Very High,0.93169271,Very High,0.31065326,High,Block Group 3,53053940011,0.2937081,0.49131267,72.64573991,0.00466315,53.58474801,0.95364238,0,121.575,0.10344828,83.7,0.36,1,443500,0.54236813,0.0372,0.92375379,0.47080745,3.17475728,91875,0.11152765,0.02471483,1.09330135,32.48291765,6.76679536,38.18840808,0.59799482,46.56669527,0.89364307,0.21884026,0.60900214,0,-1.34104145,1.38829621,-0.58002761,-0.33118296,1.09582893,-0.79571269,-0.47715212,-1.53192303,0.81591503,1.12117089,-0.95286381,1.54816989,0.92841281,-1.01712827,0.66254983,1.11867993,1.46113376,0.9223804,-1.17241031,-0.62490561,0.42581583,-0.98697958,0.33053462,-0.79011088,0.25774337,-0.91167995,-0.81950436,-0.64297543,-0.34137747,-0.41826844,,7824717.65527344,14382.0484055462
59,530530626002,-0.56328262,Very Low,cbdd7164-62f8-42a9-b69f-4fbbd8c58ba7,530530626002,0.15942479,High,-1.52199118,Very Low,-0.36560254,Low,-0.67514826,Very Low,-0.4130959,Low,Block Group 2,53053062600,0.99990173,0.72852393,47.3015873,2.37133429,44.64813655,0.66872247,28.82401318,6905.1,0.62146893,70.9,0.09,43.4,170000,0.36139151,0.19515952,0.85625007,0.24052206,2.28287901,39088,0.39292115,0.03993735,0.99835304,32.7946268,6.77686148,1804.73427986,0.57662425,71.68096512,3.54942219,0.98891488,0.46707779,0,-0.69898882,-0.9549952,3,-1.07704514,-1.29851646,1.98609435,3,0.71341278,-0.71435702,-0.84425519,3,-0.85992206,-0.14380529,1.16411673,-1.05646772,-0.33620329,-0.3339548,-0.99781758,0.44855734,-0.31791955,0.06446985,0.21392613,0.45799642,1.11598888,-0.12724243,0.08671729,0.55291668,3,-0.47520467,-0.41826844,,27874667.9650269,26036.354782427
60,530539400073,-0.35578793,Very Low,8fc06bdb-799f-40f3-8c19-36fa099ad283,530539400073,0.1916994,High,0.21765143,High,-0.45221252,Low,-0.87120873,Very Low,-0.86486923,Very Low,Block Group 3,53053940007,0.28810966,1.58309746,39.75481611,0.47668176,67.35257646,0.86779661,6.74442355,168.95,0.51327434,76.3,0.37,2.1,174300,0.12743336,0.09262552,0.85052835,0.13474026,2.2962963,62426,0.42790698,0.09055877,1.35859592,32.91849346,6.83956366,177.84377025,0.6928099,66.78855253,4.2911285,0.2261282,2.62913874,0.00129452,1.6140598,-1.65276105,0.14138861,0.81789939,0.37441768,-0.14480801,-0.40693115,0.24444849,-0.0687735,1.19396444,-0.84029675,-0.82206175,-1.52991894,-0.25176366,-1.20217443,-1.00450523,-0.30694974,-0.1488665,0.65009327,0.70294059,1.43545064,0.69114082,1.25196005,-0.639423,1.96581525,-0.10777656,0.93620658,-0.60734971,1.56350495,1.77856574,,7390850.02941895,12787.3178870166
61,530530624004,-0.29451406,Low,14b69614-6783-4633-914a-67c1476bd413,530530624004,-0.64508002,Very Low,0.10035318,Moderate,0.07360285,Moderate,-0.40922966,Low,-0.59221667,Very Low,Block Group 4,53053062400,0.1679192,0.03206552,62.05479452,0.26952825,59.1119004,0.64640884,6.54193062,308.2,0.06956522,74,0.15,9.5,198500,0.41119554,0.11705105,0.84477618,0.23770492,2.5,60179,0.27564103,0.04603581,1.3071072,32.95791176,6.81412049,576.33603514,0.64869464,99.1801206,2.85416214,0.33518317,1.02868396,0,-2.58407198,0.40906949,-0.17521733,0.13012096,-1.48603066,-0.16435062,-0.20052966,-1.67878753,-0.34374426,-0.40749384,-0.08302744,-0.60898743,0.15126478,0.08552568,-1.34865646,-0.35400129,0.10304588,-0.23060414,-0.22703496,-0.1949347,1.23949939,0.84300567,0.92978705,-0.20945057,1.17108896,1.17992371,0.1936287,-0.07425527,0.05436038,-0.41826844,,4676646.54980469,8694.09202349404
62,530530610023,0.06630894,High,e7391d86-aa07-4869-a28a-2c18e03108f6,530530610023,-0.06343397,Moderate,0.2783499,High,-0.62704786,Very Low,-0.11966279,Moderate,0.86333944,Very High,Block Group 3,53053061002,0.25101664,0.93936883,68.24242424,0.20736441,47.65216047,0.77491601,11.03410488,166.3,0.43371758,78.7,0.16,5.5,356600,0.42950007,0.10810002,0.85625011,0.33806147,2.6713615,35265,0.43024554,0.1130092,0.80078448,32.48910131,6.64910246,464.60645325,0.52616543,22.67351052,0.70001668,0.2031473,0.25213156,0,-0.12830123,0.98117067,-0.27022631,-0.82632507,-0.40611121,0.26918936,-0.41085908,-0.10038648,0.21815251,-0.33470028,-0.4923622,0.7830394,0.25971221,-0.0380781,-1.05646674,0.28002529,0.44794617,-1.13688433,0.66356454,1.15568872,-0.68741929,-0.96315611,-1.15974643,-0.33000659,-1.03624649,-1.86153395,-0.91956424,-0.71968746,-0.67788763,-0.41826844,,6980439.56848145,10568.4324691418
63,530530635013,-0.24672848,Low,be0361c1-7a34-46b5-84e2-eaa8de699824,530530635013,-0.18519749,Low,-0.31686283,Low,-0.5866914,Low,-0.183232,Moderate,0.03834133,Moderate,Block Group 3,53053063501,0.18897231,1.21810348,52.26586103,0.00796159,51.49780109,0.84061135,5.06449682,393.175,0.68115942,76.7,0.16,12,213700,0.32000004,0.10173335,0.9072849,0.18087318,1.44444444,75577,0.37326274,0.07154472,0.88364865,33.07283203,6.75760137,723.04521901,0.61065857,40.32660212,1.16602384,0.20304535,0.20403942,0,0.62614152,-0.49600412,-0.5749864,-0.50536249,0.14596439,-0.30693783,-0.07457657,0.97213838,-0.0209525,-0.33470028,0.17280679,-0.47515563,-0.38903412,-0.12599469,0.24316085,-0.71304943,-2.02147688,0.32951877,0.33531506,0.31949244,-0.37206207,1.28575301,0.21411614,-0.05115163,0.48587796,-1.15974974,-0.67874676,-0.7201858,-0.72323599,-0.41826844,,5319670.65826416,10632.3102107159
64,530530608006,0.76953337,Very High,5f678845-b9b3-43b3-8fc4-662779afa629,530530608006,0.4018214,Very High,0.22655273,High,1.4369914,Very High,1.18957477,Very High,0.59272655,Very High,Block Group 6,53053060800,0.1361023,0.99431891,72.26415094,0.07775333,65.57256395,1,1.52087015,137.275,0.34782609,77.8,0.14,6,308700,0.66600005,0.06386667,0.95017805,0.4699187,3.4,114813,0.02048656,0.03686636,0.8117389,32.47979346,6.68537623,79.20828177,0.53240857,99.11157606,1.41796838,0.25566888,0.32548239,0,0.02043051,1.35301493,-0.46831922,0.66933704,1.48539855,-0.64893343,-0.453881,-0.47267906,0.11055525,-0.48028739,-0.44119536,0.36129313,1.66088525,-0.64889129,1.33545753,1.11306501,1.91448108,1.75678093,-1.69685265,-0.37985095,-0.64572993,-0.99901596,-0.70043143,-0.74585051,-0.92377777,1.17719878,-0.54854994,-0.46294574,-0.60872167,-0.41826844,,3806963.62329102,9489.28824256043
65,530530717031,-0.83024062,Very Low,fcc009ae-831a-460f-9c0a-243981c1b5c2,530530717031,-0.67945699,Very Low,-0.43473897,Very Low,-0.64764069,Very Low,-2.05538921,Very Low,-0.33397723,Low,Block Group 1,53053071703,0.17407735,1,35.75757576,1.00464906,34.83465195,0.7359116,4.01170566,1465.925,0.45524862,72.7,0.1,0,167200,0.21966964,0.87149948,0.75347712,0.09776536,2.2527881,38792,0.58033241,0.03880866,1.01343055,33.15275294,6.7033418,4290.39675462,0.60758572,23.41685857,1.23014009,0.20864002,0.17797098,0,0.03580734,-2.02234133,0.94831482,-1.89609238,-0.73388764,-0.40854276,1.51549309,-0.00706122,-0.49916252,-0.77146163,-1.0551975,-0.88457529,-0.98345383,3,-3,-1.23810301,-0.39451893,-1.00858497,1.52814019,-0.34068133,0.12185051,1.59366018,-0.47294316,3,0.43052134,-1.83198276,-0.64561354,-0.69283733,-0.74781716,-0.41826844,,3335159.50646973,10475.6864546959
66,530530617004,-0.41885146,Very Low,787a60ff-6ea3-4313-a909-ce979b186aae,530530617004,-0.6325647,Very Low,-0.00482486,Moderate,-0.49094612,Low,-0.30182015,Low,-0.66410145,Very Low,Block Group 4,53053061700,0.13442581,1.2774718,49.06666667,0.14670669,44.24916824,0.57401813,5.93657126,199.65,0.40223464,77.3,0.2,4.4,126900,0.44020689,0.13926503,0.88281869,0.17371601,2.87223587,49489,0.50401427,0.11064718,1.18282102,32.73815229,6.81196202,610.00457658,0.62937861,77.22164014,5.97263394,0.84096718,2.16154389,6.853e-05,0.78683196,-0.79179798,-0.36293338,-1.11034359,-2.09437131,-0.22277388,-0.36142648,-0.2368478,0.050779,-0.04352605,-0.60492926,-1.23940566,0.32314607,0.39227609,-0.37988403,-0.75826656,0.85224717,-0.61946724,1.08850946,1.10805495,0.76650191,-0.00365029,0.90245552,-0.17312228,0.82311517,0.30698229,1.80515439,2.39817342,1.12258763,-0.30197603,,3773905.56323242,8692.78863823353
67,530530620002,-0.53417888,Very Low,fcab5cf9-fadc-4a52-b8b6-88b04ebcdfeb,530530620002,-0.14337594,Low,-0.2818625,Low,-0.68170111,Very Low,-0.66405473,Very Low,-0.89990013,Very Low,Block Group 2,53053062000,0.24073099,1.41616334,50.17241379,0.38937377,61.77896546,0.66246851,4.69586844,273.825,0.4556213,75.7,0.16,15.2,157200,0.28700003,0.09293334,0.84477624,0.14011799,2.02919708,44375,0.41625207,0.08018868,1.36291946,32.89505163,6.83725383,419.67963823,0.67392864,84.12588522,4.32900794,0.44523552,2.49079803,0.00084706,1.16222421,-0.68956186,0.00795023,0.35271797,-1.35107201,-0.34251417,-0.25148155,-0.00544584,-0.140505,-0.33470028,0.5002746,-0.97262253,-0.58454674,-0.24751295,-1.34865502,-0.9705301,-0.84454187,-0.80549586,0.58295518,0.49381152,1.45190479,0.6008277,1.22271185,-0.37848254,1.62567363,0.58145491,0.95578146,0.46371464,1.43305695,1.01922316,,6368598.1506958,14304.8811925138
68,530530613003,-0.104421,Moderate,fa4291cc-d8d0-4a9e-a6f6-870a3a122de6,530530613003,-0.0063695,Moderate,-0.05422404,Moderate,-0.27965279,Low,0.26693409,High,-0.44879277,Low,Block Group 3,53053061300,0.07361526,1.3333,55.55555556,0.17615328,51.00941365,0.86743516,5.22297916,264.575,0.39690722,75.9,0.13,5,185400,0.50200006,0.1238,0.92375379,0.27706422,2.52380952,38393,0.4378921,0.03283582,1.1229791,32.66605229,6.79802896,513.02867947,0.60281136,82.89362613,5.14619011,0.68556634,2.32048357,0.00013459,0.93794049,-0.19184272,-0.31792828,-0.54612399,0.3713802,-0.29164269,-0.26519224,-0.25993925,-0.1165945,-0.55308095,-0.54352905,-0.72432932,0.68924723,0.17872126,0.66254985,-0.10533945,0.15096745,-1.02309913,0.70761256,-0.46113308,0.5387608,-0.28142623,0.72602877,-0.27775909,0.34451232,0.53246745,1.37807486,1.63852606,1.27245938,-0.18986931,,2049549.31140137,5877.13267577207
69,530530608002,0.61988237,Very High,8529f5a0-f3a9-4409-a6b5-6b1f019df82c,530530608002,0.57989353,Very High,0.34931335,High,0.53952528,High,0.99394192,Very High,0.63673775,Very High,Block Group 2,53053060800,0.1411351,1.15818054,72.265625,0.56847576,51.66285204,1,12.25238254,290.175,0.25471698,77.8,0.17,3.5,318400,0.58568547,0.05551297,0.95017807,0.40311419,1.975,80547,0.05846154,0,0.8117389,32.47979346,6.68537623,160.81481017,0.53240857,95.10197129,0.90099594,0.19764568,0.19176751,0,0.46394988,1.35315122,0.28168326,-0.4915871,1.48539855,0.3867654,-0.22724698,-0.87625604,0.11055525,-0.26190672,-0.69702958,0.44669895,1.18505169,-0.76424659,1.33545794,0.69101147,-0.95362465,0.51030919,-1.47809771,-1.12331887,-0.64572993,-0.99901596,-0.70043143,-0.65779721,-0.92377777,1.01780022,-0.81570463,-0.7465811,-0.73480776,-0.41826844,,3942516.52813721,9556.30512830259
70,530530609062,0.44624019,Very High,77f7a9b8-6cf7-4e91-bc6c-2387b11922a4,530530609062,0.24013058,High,0.0659833,Moderate,0.43423727,High,0.76871821,Very High,0.72213161,Very High,Block Group 2,53053060906,0.21916893,1,66.9829222,0.17652379,60.02473049,0.93641618,5.13892499,434.625,0.5308642,79.1,0.13,5.1,319600,0.49842411,0.082044,0.95017806,0.40033784,2.20444444,83333,0.18002466,0.01408451,0.77584824,32.45086405,6.64886475,648.71139205,0.52676529,81.87486784,0.60565884,0.1942643,0.17613478,0,0.03580734,0.86471855,-0.317362,0.20630705,0.95106731,-0.29975476,-0.01313785,0.3206909,0.26597351,-0.55308095,-0.53329568,0.45726462,0.66806108,-0.39788264,1.3354579,0.67347122,-0.49182049,0.61165368,-0.77783317,-0.83928271,-0.78231944,-1.11047081,-1.16275636,-0.13135769,-1.02544024,0.49196755,-0.96832533,-0.76311033,-0.7495486,-0.41826844,,6104434.77203369,10066.0133791641
71,530530609041,0.68386392,Very High,020b712e-f1f8-46b5-940f-5998b85dd989,530530609041,0.62190843,Very High,0.32587968,High,0.53480866,High,0.92542115,Very High,1.01130168,Very High,Block Group 1,53053060904,0.1413685,1.38349478,68.58168761,0.43965205,70.4043793,0.88259109,8.13053514,108.15,0.19230769,79.3,0.14,3.5,245500,0.59022191,0.07473421,0.95017803,0.39748954,2.025,93568,0.021398,0.04,0.68459718,32.38869935,6.60175546,219.93705839,0.5078403,85.78665183,0.18727113,0.13854906,0.1435142,0,1.07380118,1.01253857,0.08479375,1.07260715,0.49874421,-0.01103431,-0.49705115,-1.14676613,0.28988401,-0.48028739,-0.69702958,-0.19516542,1.21192836,-0.49882276,1.33545708,0.65547641,-0.85298936,0.98396554,-1.69160226,-0.31665618,-1.12959473,-1.34996955,-1.75927564,-0.59400441,-1.36636953,0.64747732,-1.1845346,-1.03546364,-0.78030808,-0.41826844,,3924181.22406006,8580.09888838805
72,530530611003,0.16970747,High,7b187285-258c-4022-88a0-b9d2b4e1c876,530530611003,0.23907845,High,0.3601103,High,0.24808775,High,-0.23609446,Moderate,0.23735531,High,Block Group 3,53053061100,0.11273524,1.63896403,58.98123324,0.02910861,52.93096204,0.92477876,4.30176125,253.775,0.2,77.1,0.22,2.6,250400,0.5190196,0.13029876,0.85625006,0.22891566,2.63485477,55000,0.33005894,0,0.92556901,32.60938235,6.73302404,484.39783518,0.55388847,74.80674152,2.48995759,0.42739467,0.5200358,0,1.76527218,0.12489153,-0.54266605,-0.38574886,0.85327136,-0.38054948,-0.2812004,-1.11342419,0.0268685,0.10206107,-0.7891299,-0.15202227,0.79008159,0.26846184,-1.05646806,-0.40952952,0.37446886,-0.41899722,0.08643951,-1.12331887,-0.21252526,-0.49975556,-0.09709311,-0.30865172,-0.53682224,0.21097998,0.00541952,0.37650306,-0.42526805,-0.41826844,,3134735.86010742,7955.52131998775
73,530530607004,0.35437977,High,88a019a4-f8c6-4e1b-8fe2-86c8a5e50558,530530607004,-0.07846688,Moderate,0.27452579,High,0.43769631,High,0.91814173,Very High,0.22000189,High,Block Group 4,53053060700,0.14445768,1.00694845,74.17127072,0.17339576,64.36630704,0.56779661,6.64270497,259.425,0.39285714,79,0.17,6.6,350000,0.61243715,0.06483141,0.92375374,0.45691383,2.1943128,103291,0.34942085,0,0.90448747,32.55294641,6.73908661,397.30479853,0.55894992,97.96964407,2.39362341,0.39886181,0.4946964,0,0.0546145,1.52934505,-0.32214278,0.56866114,-2.14665428,-0.15462488,-0.27282576,-0.2774941,0.25401826,-0.26190672,-0.37979514,0.72492822,1.3435453,-0.63556937,0.66254863,1.03090361,-0.51221252,1.33765272,0.19797382,-1.12331887,-0.29275553,-0.71718341,-0.02032611,-0.40262495,-0.44564152,1.13180221,-0.04436288,0.23702561,-0.44916176,-0.41826844,,4026817.20117188,11019.5469061663
74,530530607005,0.43974596,High,06ce56e0-3040-4167-87dd-565659860422,530530607005,-0.2278486,Low,0.66458958,Very High,0.23782298,High,1.27408069,Very High,0.25008515,High,Block Group 5,53053060700,0.20058267,0.47298621,63.63636364,0.15616121,51.35031004,0.87288136,7.38756901,233.725,0,79,0.22,5.4,362800,0.6124571,0.05770024,0.92375375,0.66666667,2.99025579,,0.09139785,0.12645591,0.90448747,32.55294641,6.73908661,291.80663452,0.55894992,94.16021569,2.0434201,0.46357277,0.27464484,0,-1.39064513,0.55529957,-0.34848343,-0.5176723,0.41714772,-0.08273801,-0.31091925,-1.98031465,0.25401826,0.10206107,-0.50259557,0.83762868,1.34366347,-0.73404287,0.66254889,2.35606752,1.08978653,0,-1.28836804,1.42686267,-0.29275553,-0.71718341,-0.02032611,-0.51645727,-0.44564152,0.9803615,-0.22533665,0.55335281,-0.6566588,-0.41826844,,5581631.92602539,10732.9496765334
75,530530608001,0.78193625,Very High,4c9f912b-7197-4ad7-a333-e056164bc576,530530608001,0.55272749,Very High,0.50624955,Very High,0.97143948,Very High,1.23065241,Very High,0.64861229,Very High,Block Group 1,53053060800,0.13717657,1.25496208,75.76736672,0.23984305,56.91173577,1,5.15956854,101.6,0,77.8,0.2,9.6,314300,0.5859715,0.05543337,0.95017805,0.55254237,2.87234043,91154,0.13905683,0,0.8117389,32.47979346,6.68537623,201.71395936,0.53240857,96.02566516,0.42571604,0.18651298,0.18851221,0,0.72590559,1.67691826,-0.22058712,-0.05350788,1.48539855,-0.29776245,-0.50675981,-1.98031465,0.11055525,-0.04352605,-0.07279407,0.41059958,1.18674629,-0.7653458,1.33545765,1.6350599,0.85245761,0.89615305,-1.0138284,-1.12331887,-0.64572993,-0.99901596,-0.70043143,-0.6136671,-0.92377777,1.05452092,-1.06131396,-0.80100118,-0.73787733,-0.41826844,,3829020.31243896,9502.65503229713
76,530530613004,-0.19623722,Low,a372f69b-99b7-4dba-b37c-4826ccf2e0c2,530530613004,-0.11328664,Low,-0.21635146,Low,-0.59546975,Very Low,0.41687882,High,-0.47295708,Low,Block Group 4,53053061300,0.08835075,1.3333,62.84289277,0.12956022,54.59907058,0.68634686,4.99627072,140.475,0.68217054,75.9,0.1,4.1,208800,0.50200005,0.12380001,0.92375377,0.372,2.31578947,58859,0.32452276,0.14401623,1.1229791,32.66605229,6.79802896,540.4992402,0.60281136,87.929276,5.25598751,0.72762431,2.39372434,0,0.93794049,0.48193616,-0.38913944,-0.24652617,-1.15040855,-0.31352233,-0.44913785,0.97652104,-0.1165945,-0.77146163,-0.63562937,-0.51829878,0.68924716,0.17872139,0.66254938,0.49444013,-0.26771571,-0.27862092,0.05454834,1.78099405,0.5387608,-0.28142623,0.72602877,-0.24811841,0.34451232,0.73265559,1.43481462,1.84411841,1.34152157,-0.41826844,,2460043.59985352,6633.14318760456
77,530530608003,0.52868195,Very High,105205e0-3fee-46c0-8526-3ba770893c6d,530530608003,0.07797059,High,0.41598013,Very High,0.51813129,High,0.99040748,Very High,0.64092027,Very High,Block Group 3,53053060800,0.13599397,0.64474908,72.10626186,0.49909002,50.81295642,0.90793651,5.45028151,269.225,0.10655738,77.8,0.16,2,278200,0.58598391,0.0554299,0.95017807,0.40041494,2.36649215,90353,0.27202643,0,0.8117389,32.47979346,6.68537623,466.37069637,0.53240857,72.51521566,1.11683163,0.20990863,0.19633799,0,-0.9257397,1.33841668,0.1756366,-0.56252059,0.71173625,-0.26970573,-0.25829984,-1.51844678,0.11055525,-0.33470028,-0.85053012,0.09274905,1.1868198,-0.76539369,1.33545812,0.67395832,-0.16566615,0.8670156,-0.24785684,-1.12331887,-0.64572993,-0.99901596,-0.70043143,-0.32810297,-0.92377777,0.11988224,-0.70416771,-0.68663596,-0.73049804,-0.41826844,,3791844.86187744,9472.24167174451
78,530530608007,0.69309768,Very High,c893854b-81d8-4b34-a187-cf9b2a0f8913,530530608007,0.58123975,Very High,0.38909423,High,0.76657434,Very High,1.17921088,Very High,0.54936921,High,Block Group 7,53053060800,0.1768474,1.10461973,71.57738095,0.07368567,78.37678716,0.94814815,3.74612387,456.925,0,77.8,0.13,6.3,313800,0.66600006,0.06386668,0.95017804,0.46335697,2.38311688,81346,0.04844291,0,0.8117389,32.47979346,6.68537623,284.12148545,0.53240857,100,1.54028023,0.27436268,0.34483826,0,0.31897844,1.28951696,-0.47453607,1.73799554,1.04965772,-0.43417407,0.01991603,-1.98031465,0.11055525,-0.55308095,-0.41049525,0.40619722,1.66088528,-0.64889125,1.33545725,1.07160974,-0.13220544,0.53937389,-1.53581005,-1.12331887,-0.64572993,-0.99901596,-0.70043143,-0.52474954,-0.92377777,1.21251735,-0.48534312,-0.37156466,-0.5904701,-0.41826844,,4934083.39752197,10068.4867007774
79,530530609052,0.29487248,High,03a3487c-aea0-4a88-932d-17768b3edb01,530530609052,0.16063768,High,-0.16118119,Low,-0.38348797,Low,0.7153619,Very High,1.14303199,Very High,Block Group 2,53053060905,0.09662774,0.37392158,70.18181818,0.01704123,86.88106914,0.80424528,5.500043,235.6,0.74031008,80,0.2,3,139900,0.53400006,0.10046667,0.95017799,0.37346101,2.49301397,40927,0.53914989,0.02600473,0.64393604,32.38641699,6.59113989,786.28392029,0.50980088,10.81834431,0.25453404,0.18673584,0.18289976,0,-1.65878041,1.16048482,-0.5611094,2.44777489,-0.15964055,-0.26490324,-0.30814006,1.22852408,0.37357076,-0.04352605,-0.74819643,-1.12494425,0.87883517,-0.14348604,1.33545598,0.50367042,0.08898506,-0.93092148,1.29090822,-0.59889277,-1.28433935,-1.35876265,-1.89369487,0.01708281,-1.33105013,-2.33282638,-1.1497753,-0.79991176,-0.74316958,-0.41826844,,2692441.19567871,7002.21236461229
80,530530609031,0.44613593,Very High,dd1a58f7-503b-479c-898f-a10ef830e85d,530530609031,0.44804044,Very High,-0.04432076,Moderate,-0.14615134,Moderate,0.6765349,High,1.29657642,Very High,Block Group 1,53053060903,0.15385148,1.05633109,62.32114467,0.39369978,76.79173128,0.92492492,4.01218557,177.15,0.85826772,81.8,0.13,1.4,282600,0.55950005,0.07976667,0.95017798,0.27972028,1.22857143,68787,0.1995221,0,0.62667043,32.34316078,6.56178033,380.78796249,0.49913784,22.9584091,0.17526033,0.13914781,0.13549035,0,0.18827702,0.43369592,0.01456196,1.60570454,0.85449966,-0.40849644,-0.39477681,1.73980584,0.58876527,-0.55308095,-0.91193033,0.13148984,1.02991297,-0.42932997,1.3354558,-0.08855915,-2.45596575,0.08252341,-0.66551813,-1.12331887,-1.3500473,-1.52541361,-2.26545903,-0.42044658,-1.52314222,-1.85020804,-1.1907414,-1.03253674,-0.78787415,-0.41826844,,4284195.03552246,9083.8310650929
